"order_month","entity_description","monthly_spend","unique_vendors"
"2024-04-01 00:00:00-04","Tidewater Community College",2051165.72,115
"2024-04-01 00:00:00-04","Germanna Community College",1933312.3144,66
"2024-04-01 00:00:00-04","Eastern State Hospital",1799134.5760,57
"2024-04-01 00:00:00-04","Virginia Information Technologies Agency",1694583.86,21
"2024-04-01 00:00:00-04","Virginia Alcoholic Beverage Control Authority",1677369.24,24
"2024-04-01 00:00:00-04","Department of Blind and Vision Impaired",1666774.88,67
"2024-04-01 00:00:00-04","Camp Community College",1579419.1880,24
"2024-04-01 00:00:00-04","Science Museum of Virginia",1556670.6340,55
"2024-04-01 00:00:00-04","Buckingham Correctional Center",1433866.08,29
"2024-04-01 00:00:00-04","Central State Hospital",1424048.5388,43
"2024-04-01 00:00:00-04","Lunenburg Correctional Center",1422964.32,20
"2024-04-01 00:00:00-04","Fauquier County",1350418.70,1
"2024-04-01 00:00:00-04","Catawba Hospital",1273475.997340,61
"2024-04-01 00:00:00-04","Central Virginia Community College",1228208.4930,48
"2024-04-01 00:00:00-04","Jamestown-Yorktown Foundation",1216226.36,50
"2024-04-01 00:00:00-04","Metropolitan Washington Airports Authority",1190045.74,2
"2024-04-01 00:00:00-04","Department of Forensic Science",1161406.7332,58
"2024-04-01 00:00:00-04","Virginia Peninsula Community College",1158809.9920,67
"2024-04-01 00:00:00-04","Department of Housing and Community Development",1075136.9820,21
"2024-04-01 00:00:00-04","Longwood University",991082.40,60
"2024-04-01 00:00:00-04","Marine Resources Commission",985391.9900,38
"2024-04-01 00:00:00-04","State Farm Correctional Center",947892.30,33
"2024-04-01 00:00:00-04","Virginia Employment Commission",946846.2972,43
"2024-04-01 00:00:00-04","Reynolds Community College",931815.46,95
"2024-04-01 00:00:00-04","Department of Forestry",893746.1220,108
"2024-04-01 00:00:00-04","Virginia Correctional Center for Women",874269.72,30
"2024-04-01 00:00:00-04","Bay Aging",833144,1
"2024-04-01 00:00:00-04","Workers Compensation Commission",824970.76,13
"2024-04-01 00:00:00-04","Pulaski County Public Schools",807473.68,2
"2024-04-01 00:00:00-04","Fort Monroe Authority",772437.68,5
"2024-04-01 00:00:00-04","River North Correctional Center",765876.48,25
"2024-04-01 00:00:00-04","Southwest Virginia Community College",762268.52,34
"2024-04-01 00:00:00-04","Scott County",760060,1
"2024-04-01 00:00:00-04","Haynesville Correctional Center",758413.661660,20
"2024-04-01 00:00:00-04","Piedmont Geriatric Hospital",747632.4448,38
"2024-04-01 00:00:00-04","Nottoway Correctional Center",736756.86,25
"2024-04-01 00:00:00-04","Virginia Department of Agriculture and Consumer Services",701379.9140,86
"2024-04-01 00:00:00-04","Library of Virginia",700189.9700,36
"2024-04-01 00:00:00-04","Baskerville Correctional Center",674914.84,21
"2024-04-01 00:00:00-04","Bland Correctional Center",670676.421920,20
"2024-04-01 00:00:00-04","Blue Ridge Community College",669228.62,51
"2024-04-01 00:00:00-04","Western State Hospital",616722.4506,53
"2024-04-01 00:00:00-04","Office of the State Inspector General",615674.70,7
"2024-04-01 00:00:00-04","Fluvanna Correctional Center",573632.3040,30
"2024-04-01 00:00:00-04","Department of Corrections - Academy",551104.5640,34
"2024-04-01 00:00:00-04","Laurel Ridge Community College",548903.84,59
"2024-04-01 00:00:00-04","Danville Community College",529597.34,39
"2024-04-01 00:00:00-04","Dillwyn Correctional Center",528674.10,27
"2024-04-01 00:00:00-04","Southeastern Virginia Training Center",527813.9520,59
"2024-04-01 00:00:00-04","Virginia Museum of Fine Arts",507915.56,63
"2024-04-01 00:00:00-04","Sitter-Barfoot Veterans Care Center",478760.70,41
"2024-04-01 00:00:00-04","Coffeewood Correctional Center",465288.98,23
"2024-04-01 00:00:00-04","Mountain Empire Community College",458435.1640,38
"2024-04-01 00:00:00-04","Virginia Highlands Community College",452663.00,35
"2024-04-01 00:00:00-04","Indian Creek Correctional Center",451363.24,26
"2024-04-01 00:00:00-04","Piedmont VA Community College",450344.50,37
"2024-04-01 00:00:00-04","Virginia School for the Deaf and the Blind",445219.50,33
"2024-04-01 00:00:00-04","Department of Health Professions",439937.6660,30
"2024-04-01 00:00:00-04","Deerfield Correctional Center",409628.6120,27
"2024-04-01 00:00:00-04","Keen Mountain Correctional Center",401525.20,27
"2024-04-01 00:00:00-04","Southwestern VA Mental Health Institute",400958.94,48
"2024-04-01 00:00:00-04","VA Center for Behavioral Rehabilitation",397386.8930,27
"2024-04-01 00:00:00-04","Brightpoint Community College",396506.5040,50
"2024-04-01 00:00:00-04","Staunton City Public Schools",396496,1
"2024-04-01 00:00:00-04","Southside Virginia Community College",396102.7280,59
"2024-04-01 00:00:00-04","Sussex I and Sussex II State Prisons Complex",390395.42,17
"2024-04-01 00:00:00-04","State Corporation Commission",384632.36,5
"2024-04-01 00:00:00-04","Wytheville Community College",384294.90,53
"2024-04-01 00:00:00-04","James City County",365532,1
"2024-04-01 00:00:00-04","New River Community College",362220.0462,47
"2024-04-01 00:00:00-04","Dept of Professional and Occupational Regulation",354762.3434,37
"2024-04-01 00:00:00-04","St. Brides Correctional Center",335014.0768,28
"2024-04-01 00:00:00-04","City of Harrisonburg",333108.60,1
"2024-04-01 00:00:00-04","Patrick & Henry Community College",317791.80,45
"2024-04-01 00:00:00-04","Department of Treasury",310697.12,32
"2024-04-01 00:00:00-04","Department of Criminal Justice Services",308994.24,31
"2024-04-01 00:00:00-04","Pocahantas State Correctional Center",301891.22,22
"2024-04-01 00:00:00-04","Green Rock Correctional Center",299827.98,13
"2024-04-01 00:00:00-04","Rappahannock Community College",290157.10,38
"2024-04-01 00:00:00-04","Jones & Cabacoy Veterans Care Center",288050.06,23
"2024-04-01 00:00:00-04","Mountain Empire Older Citizens",281944,1
"2024-04-01 00:00:00-04","Salem City Schools",278818,1
"2024-04-01 00:00:00-04","Marion Correctional Treatment Center",270703.581900,23
"2024-04-01 00:00:00-04","Wilson Workforce and Rehabilitation Center",266230.959980,35
"2024-04-01 00:00:00-04","Department of Fire Programs",262525.14,40
"2024-04-01 00:00:00-04","Wallens Ridge Correctional Center",257583.06,28
"2024-04-01 00:00:00-04","Red Onion Correctional Center",256998.9920,20
"2024-04-01 00:00:00-04","Office of Childrens Services",254965.44,7
"2024-04-01 00:00:00-04","Virginia Regional Transit",252348.24,2
"2024-04-01 00:00:00-04","Virginia State Lottery",235602.90,1
"2024-04-01 00:00:00-04","Northern Virginia Mental Health Institute",233297.78,25
"2024-04-01 00:00:00-04","Eastern Shore Community College",207363.02,24
"2024-04-01 00:00:00-04","Southern Virginia Mental Health Institute",204454.60,50
"2024-04-01 00:00:00-04","Augusta Correctional Center",182920.36,4
"2024-04-01 00:00:00-04","District Three Governmental Cooperative",173976,1
"2024-04-01 00:00:00-04","City of Petersburg",169675.60,2
"2024-04-01 00:00:00-04","Town of Blacksburg",164147.60,1
"2024-04-01 00:00:00-04","Appalachian Agency for Senior Citizens",159580.42,1
"2024-04-01 00:00:00-04","Colonial Behavioral Health",158065.48,1
"2024-04-01 00:00:00-04","Western Tidewater Community Services Board",145321.22,1
"2024-04-01 00:00:00-04","Department of Accounts",128761.26,6
"2024-04-01 00:00:00-04","Albemarle County",126860,1
"2024-04-01 00:00:00-04","Rapidan Service Authority",122987.38,1
"2024-04-01 00:00:00-04","Virginia Community College Shared Services Center",120984.30,11
"2024-04-01 00:00:00-04","Indigent Defense Commission",120588.42,15
"2024-04-01 00:00:00-04","Virginia Cannabis Control Authority",119730.60,5
"2024-04-01 00:00:00-04","Department of Small Business and Supplier Diversity",116355.60,10
"2024-04-01 00:00:00-04","State Council of Higher Education",97215.80,14
"2024-04-01 00:00:00-04","Chesterfield County",86768.80,1
"2024-04-01 00:00:00-04","Department of Elections",80661.7600,10
"2024-04-01 00:00:00-04","Mountain Gateway Community College",79482.68,28
"2024-04-01 00:00:00-04","A.L. Philpott Manufacturing Extension Partnership",78045.48,1
"2024-04-01 00:00:00-04","Department of Historic Resources",69748.34,10
"2024-04-01 00:00:00-04","Auditor of Public Accounts",68727.08,3
"2024-04-01 00:00:00-04","Department of Aviation",65954.00,17
"2024-04-01 00:00:00-04","Virginia Board for People with Disabilities",65827.66,14
"2024-04-01 00:00:00-04","Richmond Behavioral Health Authority",57170.02,1
"2024-04-01 00:00:00-04","County of Loudoun",50903.88,1
"2024-04-01 00:00:00-04","Stafford County Public Schools",44845.32,1
"2024-04-01 00:00:00-04","Frontier Culture Museum",39240.26,8
"2024-04-01 00:00:00-04","Office of the Governor",38672.80,8
"2024-04-01 00:00:00-04","Virginia Department for the Deaf and Hard-of-Hearing",37525.62,27
"2024-04-01 00:00:00-04","Commonwealth's Attorneys' Services Council",36112.24,3
"2024-04-01 00:00:00-04","Virginia Museum of Natural History",23407.84,15
"2024-04-01 00:00:00-04","RSW Regional Jail Authority",22421.24,1
"2024-04-01 00:00:00-04","Department of Planning and Budget",21158.56,2
"2024-04-01 00:00:00-04","Secretary of the Commonwealth",19451.22,4
"2024-04-01 00:00:00-04","Board of Accountancy",18813.60,10
"2024-04-01 00:00:00-04","Poquoson City Public Schools",16664.88,2
"2024-04-01 00:00:00-04","Virginia Tourism Corporation",15472.12,11
"2024-04-01 00:00:00-04","Encompass Community Supports",13799.58,2
"2024-04-01 00:00:00-04","Greater Richmond Transit Company",11105.32,4
"2024-04-01 00:00:00-04","Henrico County Government",9587.80,3
"2024-04-01 00:00:00-04","Secretary of Administration",8261.64,5
"2024-04-01 00:00:00-04","Virginia Economic Development Partnership",7942.74,3
"2024-04-01 00:00:00-04","New College Institute",7187.6850,3
"2024-04-01 00:00:00-04","Clarke County",3719.20,1
"2024-04-01 00:00:00-04","Virginia Racing Commission",2949.72,3
"2024-04-01 00:00:00-04","Virginia Rehabilitation Center for the Blind",2484.52,4
"2024-04-01 00:00:00-04","City of Lynchburg",2319.54,2
"2024-04-01 00:00:00-04","Virginia Port Authority",2298.20,2
"2024-04-01 00:00:00-04","State Compensation Board",1383.26,2
"2024-04-01 00:00:00-04","Tobacco Region Revitalization Commission",1215.72,2
"2024-04-01 00:00:00-04","Virginia State Bar",1069.34,3
"2024-04-01 00:00:00-04","Secretary of Public Safety",1031.82,1
"2024-04-01 00:00:00-04","Puller Veterans Care Center",1010.34,3
"2024-04-01 00:00:00-04","Town of Blackstone",687.76,1
"2024-04-01 00:00:00-04","Veterans Services Foundation",625.00,1
"2024-04-01 00:00:00-04","Secretary of Natural Resources",471.32,1
"2024-04-01 00:00:00-04","Gunston Hall",463.24,1
"2024-04-01 00:00:00-04","Southern Virginia Higher Education",345.60,1
"2024-04-01 00:00:00-04","Motor Vehicle Dealer Board",210.08,1
"2024-04-01 00:00:00-04","Lieutenant Governor",198.80,1
"2024-04-01 00:00:00-04","JAUNT",109.58,1
"2024-05-01 00:00:00-04","Virginia Department of Transportation",5114940866.831320,666
"2024-05-01 00:00:00-04","University of Virginia",520983044.5368,673
"2024-05-01 00:00:00-04","George Mason University",158689464.906160,475
"2024-05-01 00:00:00-04","College of William & Mary",83501710.434100,268
"2024-05-01 00:00:00-04","Longwood University",60132506.68,69
"2024-05-01 00:00:00-04","Virginia Department of Health",56915386.048720,266
"2024-05-01 00:00:00-04","Virginia Alcoholic Beverage Control Authority",50385204.4680,24
"2024-05-01 00:00:00-04","Department of Military Affairs",39410607.3260,81
"2024-05-01 00:00:00-04","Norfolk State University",36281723.500260,113
"2024-05-01 00:00:00-04","Department of Behavioral Health and Developmental Services",35582600.480160,60
"2024-05-01 00:00:00-04","University of Mary Washington",33561756.5200,114
"2024-05-01 00:00:00-04","Department of Rail and Public Transportation",30887820.00,19
"2024-05-01 00:00:00-04","Department of Human Resource Management",30314118.34,11
"2024-05-01 00:00:00-04","Virginia Military Institute",28850483.3948,129
"2024-05-01 00:00:00-04","Department of General Services",28487880.518980,116
"2024-05-01 00:00:00-04","Richard Bland College",26148217.28,61
"2024-05-01 00:00:00-04","Virginia Commonwealth University",25922719.3602,375
"2024-05-01 00:00:00-04","James Madison University",23610385.72,345
"2024-05-01 00:00:00-04","Virginia Polytechnic Institute and State University",21441369.3574,639
"2024-05-01 00:00:00-04","Department of Conservation and Recreation",21432734.6300,284
"2024-05-01 00:00:00-04","Department of Medical Assistance Services",21121451.359880,19
"2024-05-01 00:00:00-04","Northern Virginia Community College",18895710.0756,150
"2024-05-01 00:00:00-04","Virginia Community College System - System Office",15968514.00,32
"2024-05-01 00:00:00-04","Virginia State University",14649192.2268,137
"2024-05-01 00:00:00-04","Department of Corrections",14619873.117760,151
"2024-05-01 00:00:00-04","Old Dominion University",14452520.9700,68
"2024-05-01 00:00:00-04","Marine Resources Commission",12187964.38,38
"2024-05-01 00:00:00-04","Virginia Department of Emergency Management",12021229.1860,36
"2024-05-01 00:00:00-04","Virginia Department of Wildlife Resources",11477298.960640,93
"2024-05-01 00:00:00-04","Department of Social Services",10961101.9000,76
"2024-05-01 00:00:00-04","Department of Motor Vehicles",10857469.40,127
"2024-05-01 00:00:00-04","Virginia State Police",10377680.0836,135
"2024-05-01 00:00:00-04","Portsmouth Public Schools",9242584,1
"2024-05-01 00:00:00-04","Radford University",9064529.6128,173
"2024-05-01 00:00:00-04","Prince William County Schools",8976896,1
"2024-05-01 00:00:00-04","Virginia Museum of Fine Arts",8789749.50,62
"2024-05-01 00:00:00-04","Hampton Roads Transit",8587264,1
"2024-05-01 00:00:00-04","Department of Environmental Quality",6152073.50,71
"2024-05-01 00:00:00-04","Virginia Peninsula Community College",6123088.9028,58
"2024-05-01 00:00:00-04","Department of Education",5626160.60,52
"2024-05-01 00:00:00-04","Reynolds Community College",5289052.38,93
"2024-05-01 00:00:00-04","Henrico County Government",5196952.30,3
"2024-05-01 00:00:00-04","Christopher Newport University",5170102.34,209
"2024-05-01 00:00:00-04","Department of Juvenile Justice",4369492.4740,116
"2024-05-01 00:00:00-04","Virginia Department of Energy",4335820.92,43
"2024-05-01 00:00:00-04","Virginia Information Technologies Agency",4246611.90,11
"2024-05-01 00:00:00-04","Tidewater Community College",4203381.46,113
"2024-05-01 00:00:00-04","Department of Accounts",3711791.38,7
"2024-05-01 00:00:00-04","Fluvanna Correctional Center",3332026.56,24
"2024-05-01 00:00:00-04","Buckingham Correctional Center",2982306.54,25
"2024-05-01 00:00:00-04","Office of the Attorney General",2839200.36,51
"2024-05-01 00:00:00-04","Keen Mountain Correctional Center",2621886.78,33
"2024-05-01 00:00:00-04","New River Community College",2560647.1242,49
"2024-05-01 00:00:00-04","Central State Hospital",2518619.7608,53
"2024-05-01 00:00:00-04","Correctional Enterprises",2381102.925520,56
"2024-05-01 00:00:00-04","DOC - Division of Institutions",2372428.040720,56
"2024-05-01 00:00:00-04","City of Suffolk",2211406,1
"2024-05-01 00:00:00-04","Charles City County Public Schools",2054460.84,1
"2024-05-01 00:00:00-04","Department of Taxation",1904037.26,22
"2024-05-01 00:00:00-04","Germanna Community College",1877243.1170,63
"2024-05-01 00:00:00-04","Greensville Correctional Center",1775145.24,30
"2024-05-01 00:00:00-04","City of Harrisonburg",1737329.28,2
"2024-05-01 00:00:00-04","Virginia Department of Agriculture and Consumer Services",1728995.00,63
"2024-05-01 00:00:00-04","Department of Criminal Justice Services",1701739.62,29
"2024-05-01 00:00:00-04","DOC - Architecture and Engineering",1683125.54,4
"2024-05-01 00:00:00-04","Nottoway Correctional Center",1428090.96,31
"2024-05-01 00:00:00-04","Department of Blind and Vision Impaired",1401241.40,74
"2024-05-01 00:00:00-04","Frontier Culture Museum",1367812.84,11
"2024-05-01 00:00:00-04","Eastern State Hospital",1346177.7520,55
"2024-05-01 00:00:00-04","Catawba Hospital",1261399.638660,53
"2024-05-01 00:00:00-04","Greensville County",1251918,1
"2024-05-01 00:00:00-04","Virginia Department for Veterans Services",1205152.552260,66
"2024-05-01 00:00:00-04","Department of Forestry",1181273.1620,127
"2024-05-01 00:00:00-04","Piedmont VA Community College",1177204.1040,37
"2024-05-01 00:00:00-04","Library of Virginia",1177147.20,36
"2024-05-01 00:00:00-04","Department of Forensic Science",1171287.6100,53
"2024-05-01 00:00:00-04","Virginia Veterans Care Center",1151421.44,27
"2024-05-01 00:00:00-04","Virginia Western Community College",1147150.2716,57
"2024-05-01 00:00:00-04","Coffeewood Correctional Center",1089660.18,21
"2024-05-01 00:00:00-04","Laurel Ridge Community College",1056237.24,66
"2024-05-01 00:00:00-04","Southwest Virginia Community College",1051059.52,40
"2024-05-01 00:00:00-04","Virginia Correctional Center for Women",1042569.90,29
"2024-05-01 00:00:00-04","Camp Community College",1039078.76,26
"2024-05-01 00:00:00-04","Division of Community Corrections",1038507.3624,70
"2024-05-01 00:00:00-04","Virginia School for the Deaf and the Blind",1035116.70,45
"2024-05-01 00:00:00-04","Lunenburg Correctional Center",993439.609520,23
"2024-05-01 00:00:00-04","Western State Hospital",964149.3856,43
"2024-05-01 00:00:00-04","Department of Labor and Industry",927005.94,38
"2024-05-01 00:00:00-04","Piedmont Geriatric Hospital",923811.5088,40
"2024-05-01 00:00:00-04","Central Virginia Community College",921220.726180,30
"2024-05-01 00:00:00-04","Pocahantas State Correctional Center",883541.58,18
"2024-05-01 00:00:00-04","Henry County",871739.64,2
"2024-05-01 00:00:00-04","Sitter-Barfoot Veterans Care Center",807008.3240,33
"2024-05-01 00:00:00-04","Eastern Shore Community College",775191.80,19
"2024-05-01 00:00:00-04","Virginia Outdoors Foundation",753238.72,1
"2024-05-01 00:00:00-04","Brightpoint Community College",729253.7080,52
"2024-05-01 00:00:00-04","Department of Elections",704719.8600,12
"2024-05-01 00:00:00-04","Wytheville Community College",698893.2992,57
"2024-05-01 00:00:00-04","Southwestern VA Mental Health Institute",684355.041920,49
"2024-05-01 00:00:00-04","Jamestown-Yorktown Foundation",653505.0380,46
"2024-05-01 00:00:00-04","Western Tidewater Community Services Board",653349.24,1
"2024-05-01 00:00:00-04","Indian Creek Correctional Center",646833.7920,21
"2024-05-01 00:00:00-04","Danville Community College",638193.1320,45
"2024-05-01 00:00:00-04","Science Museum of Virginia",632089.359960,67
"2024-05-01 00:00:00-04","State Farm Correctional Center",626689.58,29
"2024-05-01 00:00:00-04","Department of Corrections - Academy",601457.36,39
"2024-05-01 00:00:00-04","Department of Health Professions",590289.86,22
"2024-05-01 00:00:00-04","Department for Aging and Rehabilitative Services",579480.5720,67
"2024-05-01 00:00:00-04","Mountain Gateway Community College",578333.0040,25
"2024-05-01 00:00:00-04","VA Center for Behavioral Rehabilitation",572290.8110,22
"2024-05-01 00:00:00-04","Charlottesville City Schools",562208,1
"2024-05-01 00:00:00-04","State Council of Higher Education",544103.00,14
"2024-05-01 00:00:00-04","Scott County",543024,1
"2024-05-01 00:00:00-04","Goochland County Public Schools",541904,1
"2024-05-01 00:00:00-04","Office of the State Inspector General",528175.40,3
"2024-05-01 00:00:00-04","Baskerville Correctional Center",522061.88,17
"2024-05-01 00:00:00-04","River North Correctional Center",519217.2980,25
"2024-05-01 00:00:00-04","Blue Ridge Community College",515219.46,52
"2024-05-01 00:00:00-04","Rappahannock Community College",509373.20,47
"2024-05-01 00:00:00-04","Department of Treasury",505359.74,29
"2024-05-01 00:00:00-04","Jones & Cabacoy Veterans Care Center",502365.98,28
"2024-05-01 00:00:00-04","Southeastern Virginia Training Center",456842.5680,56
"2024-05-01 00:00:00-04","Northern Virginia Mental Health Institute",445022.64,18
"2024-05-01 00:00:00-04","Dillwyn Correctional Center",437732.644860,31
"2024-05-01 00:00:00-04","St. Brides Correctional Center",437554.6320,21
"2024-05-01 00:00:00-04","Department of Fire Programs",425646.50,20
"2024-05-01 00:00:00-04","Sussex I and Sussex II State Prisons Complex",425162.36,18
"2024-05-01 00:00:00-04","Wilson Workforce and Rehabilitation Center",407120.419980,37
"2024-05-01 00:00:00-04","Red Onion Correctional Center",401875.18,19
"2024-05-01 00:00:00-04","Fort Monroe Authority",389990.2300,12
"2024-05-01 00:00:00-04","Deerfield Correctional Center",385874.5200,30
"2024-05-01 00:00:00-04","Southside Virginia Community College",375332.5400,49
"2024-05-01 00:00:00-04","Albemarle County",374124.88,3
"2024-05-01 00:00:00-04","Southern Virginia Mental Health Institute",366711.66,56
"2024-05-01 00:00:00-04","Virginia Highlands Community College",335436.18,23
"2024-05-01 00:00:00-04","Haynesville Correctional Center",326303.98,30
"2024-05-01 00:00:00-04","Salem City Schools",314496,1
"2024-05-01 00:00:00-04","Patrick & Henry Community College",308921.8634,60
"2024-05-01 00:00:00-04","Department of Housing and Community Development",300653.1640,31
"2024-05-01 00:00:00-04","Wallens Ridge Correctional Center",256904.30,15
"2024-05-01 00:00:00-04","Green Rock Correctional Center",225460.665300,18
"2024-05-01 00:00:00-04","Virginia Employment Commission",216441.54,26
"2024-05-01 00:00:00-04","Workers Compensation Commission",207061.48,18
"2024-05-01 00:00:00-04","Bland Correctional Center",201707.908000,26
"2024-05-01 00:00:00-04","Department of Historic Resources",169676.78,13
"2024-05-01 00:00:00-04","State Compensation Board",165121.6616,6
"2024-05-01 00:00:00-04","County of Loudoun",160659.66,2
"2024-05-01 00:00:00-04","Department of Aviation",157174.58,22
"2024-05-01 00:00:00-04","Town of Leesburg",143967.36,1
"2024-05-01 00:00:00-04","Marion Correctional Treatment Center",141518.8008,20
"2024-05-01 00:00:00-04","Dept of Professional and Occupational Regulation",132114.20,30
"2024-05-01 00:00:00-04","Mountain Empire Community College",118616.24,28
"2024-05-01 00:00:00-04","Indigent Defense Commission",105642.80,13
"2024-05-01 00:00:00-04","Roanoke City Government",80559.46,1
"2024-05-01 00:00:00-04","Pulaski County Public Schools",78292,1
"2024-05-01 00:00:00-04","County of Isle of Wight",73700,1
"2024-05-01 00:00:00-04","Virginia Cannabis Control Authority",70041.24,6
"2024-05-01 00:00:00-04","JAUNT",67407.36,3
"2024-05-01 00:00:00-04","Virginia Rehabilitation Center for the Blind",51685.88,15
"2024-05-01 00:00:00-04","Stafford County Public Schools",39607.20,1
"2024-05-01 00:00:00-04","Virginia Museum of Natural History",38494.80,16
"2024-05-01 00:00:00-04","County of Fairfax",35046.24,1
"2024-05-01 00:00:00-04","Virginia Department for the Deaf and Hard-of-Hearing",34107.9900,25
"2024-05-01 00:00:00-04","Department of Small Business and Supplier Diversity",33071.22,11
"2024-05-01 00:00:00-04","Board of Accountancy",31155.50,9
"2024-05-01 00:00:00-04","RSW Regional Jail Authority",29727.48,1
"2024-05-01 00:00:00-04","Office of the Governor",29238.50,5
"2024-05-01 00:00:00-04","A.L. Philpott Manufacturing Extension Partnership",26500,2
"2024-05-01 00:00:00-04","Virginia Tourism Corporation",25886.40,10
"2024-05-01 00:00:00-04","City of Lynchburg",24764.20,3
"2024-05-01 00:00:00-04","Town of Rocky Mount",23567.58,1
"2024-05-01 00:00:00-04","State Corporation Commission",23348.56,2
"2024-05-01 00:00:00-04","Richmond Behavioral Health Authority",22898,1
"2024-05-01 00:00:00-04","Office of Childrens Services",18825.12,9
"2024-05-01 00:00:00-04","City of Fairfax",16522.28,1
"2024-05-01 00:00:00-04","New College Institute",14651.50,3
"2024-05-01 00:00:00-04","Encompass Community Supports",14567.78,2
"2024-05-01 00:00:00-04","Greater Richmond Transit Company",13331.02,7
"2024-05-01 00:00:00-04","Secretary of Administration",12392.56,7
"2024-05-01 00:00:00-04","Cooperative Extension",11808.50,2
"2024-05-01 00:00:00-04","City of Williamsburg",11003.50,1
"2024-05-01 00:00:00-04","Augusta Correctional Center",8433.50,3
"2024-05-01 00:00:00-04","Northern Virginia Transportation Authority",6480,1
"2024-05-01 00:00:00-04","Virginia Economic Development Partnership",5689.98,3
"2024-05-01 00:00:00-04","Auditor of Public Accounts",5398.00,4
"2024-05-01 00:00:00-04","Virginia Community College Shared Services Center",5328.58,5
"2024-05-01 00:00:00-04","Virginia Board for People with Disabilities",5090.6850,5
"2024-05-01 00:00:00-04","Puller Veterans Care Center",4713.52,6
"2024-05-01 00:00:00-04","Tobacco Region Revitalization Commission",4214,2
"2024-05-01 00:00:00-04","Commonwealth's Attorneys' Services Council",3726.38,2
"2024-05-01 00:00:00-04","Secretary of the Commonwealth",2235.38,3
"2024-05-01 00:00:00-04","Stafford County",2082.7058,1
"2024-05-01 00:00:00-04","Virginia Port Authority",1930,1
"2024-05-01 00:00:00-04","Chesterfield County",1604.94,1
"2024-05-01 00:00:00-04","Peninsula Airport Commission",1485.00,1
"2024-05-01 00:00:00-04","Poquoson City Public Schools",1275.92,1
"2024-05-01 00:00:00-04","Secretary of Public Safety",1024.70,1
"2024-05-01 00:00:00-04","Motor Vehicle Dealer Board",991.72,3
"2024-05-01 00:00:00-04","Virginia Racing Commission",727.36,2
"2024-05-01 00:00:00-04","Department of Planning and Budget",483.70,2
"2024-05-01 00:00:00-04","Gunston Hall",463.24,1
"2024-05-01 00:00:00-04","Virginia State Bar",167.12,2
"2024-05-01 00:00:00-04","Secretary of Health and Human Resources",90.54,1
"2024-05-01 00:00:00-04","Secretary of Natural Resources",77.50,1
"2024-05-01 00:00:00-04","Southern Virginia Higher Education",71.96,1
"2024-06-01 00:00:00-04","Virginia Department of Transportation",1627043366.574600,570
"2024-06-01 00:00:00-04","University of Virginia",335333139.6340,631
"2024-06-01 00:00:00-04","College of William & Mary",201387127.9072,275
"2024-06-01 00:00:00-04","James Madison University",197734285.748320,290
"2024-06-01 00:00:00-04","Department of Education",161642880.820160,62
"2024-06-01 00:00:00-04","Old Dominion University",82266760.587760,78
"2024-06-01 00:00:00-04","Virginia Department of Health",65234416.350900,252
"2024-06-01 00:00:00-04","Department of General Services",59887676.735300,104
"2024-06-01 00:00:00-04","Department of Behavioral Health and Developmental Services",45350157.98,75
"2024-06-01 00:00:00-04","Department of Human Resource Management",40326221.82,19
"2024-06-01 00:00:00-04","Department of Rail and Public Transportation",32055347.96,15
"2024-06-01 00:00:00-04","Department of Military Affairs",31482900.6660,70
"2024-06-01 00:00:00-04","Norfolk State University",27263988.7900,111
"2024-06-01 00:00:00-04","Department of Social Services",27066065.2248,69
"2024-06-01 00:00:00-04","George Mason University",25258549.691120,423
"2024-06-01 00:00:00-04","Virginia Polytechnic Institute and State University",23067059.8708,591
"2024-06-01 00:00:00-04","Department of Corrections",20934064.6732,149
"2024-06-01 00:00:00-04","University of Mary Washington",20183950.22,86
"2024-06-01 00:00:00-04","Northern Virginia Community College",19730341.2400,62
"2024-06-01 00:00:00-04","Virginia Commonwealth University",17538436.0698,207
"2024-06-01 00:00:00-04","Virginia Alcoholic Beverage Control Authority",12578044.9940,24
"2024-06-01 00:00:00-04","Virginia Community College System - System Office",12105036.70,36
"2024-06-01 00:00:00-04","Radford University",12030586.220960,145
"2024-06-01 00:00:00-04","Virginia State Police",11088080.5934,115
"2024-06-01 00:00:00-04","Virginia Museum of Fine Arts",10250444.54,61
"2024-06-01 00:00:00-04","Western State Hospital",9214807.5220,65
"2024-06-01 00:00:00-04","Virginia Military Institute",8768085.504100,89
"2024-06-01 00:00:00-04","Virginia Information Technologies Agency",8117516.00,13
"2024-06-01 00:00:00-04","Tidewater Community College",6757720.46,54
"2024-06-01 00:00:00-04","Virginia Peninsula Community College",6606126.9760,26
"2024-06-01 00:00:00-04","Virginia Department of Agriculture and Consumer Services",6359212.72,65
"2024-06-01 00:00:00-04","Department of Conservation and Recreation",5948444.868340,232
"2024-06-01 00:00:00-04","Longwood University",4942871.32,75
"2024-06-01 00:00:00-04","Virginia Department of Emergency Management",4860816.9700,24
"2024-06-01 00:00:00-04","Department of Environmental Quality",4719517.90,47
"2024-06-01 00:00:00-04","Reynolds Community College",4577350.46,42
"2024-06-01 00:00:00-04","Virginia State University",4561318.4260,76
"2024-06-01 00:00:00-04","Southwestern VA Mental Health Institute",4157393.80,40
"2024-06-01 00:00:00-04","Department of Taxation",3989356.9070,14
"2024-06-01 00:00:00-04","Virginia Department of Energy",3857256.02,46
