"order_month","entity_description","monthly_spend","unique_vendors"
"2023-08-01 00:00:00-04","Secretary of Public Safety",617.70,1
"2023-08-01 00:00:00-04","Town of Blackstone",613.10,1
"2023-08-01 00:00:00-04","Secretary of Veterans and Defense Affairs",501.96,1
"2023-08-01 00:00:00-04","eVA ADMINISTRATION",2,1
"2023-08-01 00:00:00-04","Campbell County Utilities and Service Authority",0,1
"2023-08-01 00:00:00-04","City of Newport News",0,1
"2023-09-01 00:00:00-04","Virginia Department of Transportation",1183790153.28296,597
"2023-09-01 00:00:00-04","Department of Corrections",283291624.4858,138
"2023-09-01 00:00:00-04","College of William & Mary",243945429.2194,325
"2023-09-01 00:00:00-04","Christopher Newport University",146314312.66740,208
"2023-09-01 00:00:00-04","Longwood University",116983386.66,78
"2023-09-01 00:00:00-04","University of Virginia",98512788.26662,449
"2023-09-01 00:00:00-04","Department of General Services",88693805.43250,124
"2023-09-01 00:00:00-04","Department of Social Services",88217912.70,109
"2023-09-01 00:00:00-04","University of Mary Washington",56653017.760,105
"2023-09-01 00:00:00-04","Department of Medical Assistance Services",46158461.35524,14
"2023-09-01 00:00:00-04","George Mason University",43747381.88978,402
"2023-09-01 00:00:00-04","James Madison University",37839245.2804,279
"2023-09-01 00:00:00-04","Department of Behavioral Health and Developmental Services",23825363.76004,74
"2023-09-01 00:00:00-04","Science Museum of Virginia",22439926.4530,45
"2023-09-01 00:00:00-04","Virginia Commonwealth University",20474019.4484,316
"2023-09-01 00:00:00-04","Department of Rail and Public Transportation",17727824.46,15
"2023-09-01 00:00:00-04","Virginia Department of Health",17726067.92672,197
"2023-09-01 00:00:00-04","Virginia Department for Veterans Services",15489724.4072,46
"2023-09-01 00:00:00-04","Norfolk State University",14480759.22,106
"2023-09-01 00:00:00-04","Northern Virginia Community College",14363565.80942,143
"2023-09-01 00:00:00-04","Department of Education",14217027.89824,86
"2023-09-01 00:00:00-04","Department of Environmental Quality",12944786.74,51
"2023-09-01 00:00:00-04","Virginia Polytechnic Institute and State University",11860674.6948,582
"2023-09-01 00:00:00-04","Department of Military Affairs",10905605.75680,66
"2023-09-01 00:00:00-04","Department of Motor Vehicles",9912840.84524,76
"2023-09-01 00:00:00-04","Spotsylvania County Public Schools",9108486.86,2
"2023-09-01 00:00:00-04","Virginia State Police",8965621.66,110
"2023-09-01 00:00:00-04","Virginia Community College System - System Office",8504457.92,31
"2023-09-01 00:00:00-04","Old Dominion University",7354768.0606,68
"2023-09-01 00:00:00-04","Virginia Department of Emergency Management",7122429.86006,29
"2023-09-01 00:00:00-04","Stafford County Public Schools",5709633.76,2
"2023-09-01 00:00:00-04","Radford University",5168253.9766,128
"2023-09-01 00:00:00-04","Department of Conservation and Recreation",4797076.29708,213
"2023-09-01 00:00:00-04","Virginia Department of Agriculture and Consumer Services",4000304.40,46
"2023-09-01 00:00:00-04","Virginia Peninsula Community College",3967892.662,58
"2023-09-01 00:00:00-04","Tidewater Community College",3656423.312,90
"2023-09-01 00:00:00-04","Western State Hospital",3353566.7430,50
"2023-09-01 00:00:00-04","Virginia Military Institute",3307160.57900,103
"2023-09-01 00:00:00-04","Virginia State University",2997116.450,103
"2023-09-01 00:00:00-04","Central State Hospital",2877171.62,36
"2023-09-01 00:00:00-04","Albemarle County",2869435.2,2
"2023-09-01 00:00:00-04","Richard Bland College",2309541.14852,47
"2023-09-01 00:00:00-04","Virginia Correctional Center for Women",2120737.92,45
"2023-09-01 00:00:00-04","Virginia Department of Wildlife Resources",2100783.05800,67
"2023-09-01 00:00:00-04","Department of Elections",2078984.18,14
"2023-09-01 00:00:00-04","Eastern State Hospital",2056208.6116,45
"2023-09-01 00:00:00-04","Secretary of Administration",2013722.58,9
"2023-09-01 00:00:00-04","Division of Community Corrections",1950265.39716,78
"2023-09-01 00:00:00-04","Correctional Enterprises",1899823.0254,51
"2023-09-01 00:00:00-04","Department of Juvenile Justice",1814420.04,71
"2023-09-01 00:00:00-04","Wilson Workforce and Rehabilitation Center",1776203.86718,39
"2023-09-01 00:00:00-04","Pocahantas State Correctional Center",1675959.88,17
"2023-09-01 00:00:00-04","Virginia Alcoholic Beverage Control Authority",1657195.434,32
"2023-09-01 00:00:00-04","Department of Health Professions",1627383.78,27
"2023-09-01 00:00:00-04","Montgomery County Public Schools",1590449.06,1
"2023-09-01 00:00:00-04","Department of Forestry",1548460.344,56
"2023-09-01 00:00:00-04","DOC - Division of Institutions",1546254.01250,55
"2023-09-01 00:00:00-04","Franklin County",1477785.44,2
"2023-09-01 00:00:00-04","Sitter-Barfoot Veterans Care Center",1271639.04,38
"2023-09-01 00:00:00-04","Virginia Veterans Care Center",1230341.14,54
"2023-09-01 00:00:00-04","Greensville Correctional Center",1212126.9746,33
"2023-09-01 00:00:00-04","Department of Blind and Vision Impaired",1165104.41646,59
"2023-09-01 00:00:00-04","Piedmont VA Community College",1110397.1992,44
"2023-09-01 00:00:00-04","Nottoway Correctional Center",1042825.778,24
"2023-09-01 00:00:00-04","Virginia Regional Transit",1019736,1
"2023-09-01 00:00:00-04","Virginia Information Technologies Agency",983229.32,15
"2023-09-01 00:00:00-04","Mountain Empire Community College",930292.712,43
"2023-09-01 00:00:00-04","Wallens Ridge Correctional Center",895645.54,26
"2023-09-01 00:00:00-04","New River Community College",895437.950,41
"2023-09-01 00:00:00-04","Reynolds Community College",854290.98,74
"2023-09-01 00:00:00-04","Fluvanna Correctional Center",849044.08,32
"2023-09-01 00:00:00-04","State Council of Higher Education",848560.98,6
"2023-09-01 00:00:00-04","Buckingham Correctional Center",791819.590,26
"2023-09-01 00:00:00-04","Sussex I and Sussex II State Prisons Complex",783922.48,23
"2023-09-01 00:00:00-04","State Farm Correctional Center",782177.40,31
"2023-09-01 00:00:00-04","Office of the Attorney General",745292.9350,36
"2023-09-01 00:00:00-04","Virginia Western Community College",701024.38,51
"2023-09-01 00:00:00-04","Department of Taxation",699474.6768,23
"2023-09-01 00:00:00-04","Department of Planning and Budget",688388.60,5
"2023-09-01 00:00:00-04","Department of Criminal Justice Services",672833.6310,39
"2023-09-01 00:00:00-04","Marion Correctional Treatment Center",650211.734,20
"2023-09-01 00:00:00-04","Wytheville Community College",645998.69952,50
"2023-09-01 00:00:00-04","Indian Creek Correctional Center",644226.2132,27
"2023-09-01 00:00:00-04","Department of Forensic Science",641113.16,52
"2023-09-01 00:00:00-04","Green Rock Correctional Center",638363.012,21
"2023-09-01 00:00:00-04","Southwestern VA Mental Health Institute",630767.66,44
"2023-09-01 00:00:00-04","Coffeewood Correctional Center",629176.54,24
"2023-09-01 00:00:00-04","Germanna Community College",628629.16,71
"2023-09-01 00:00:00-04","Dept of Professional and Occupational Regulation",628293.150,23
"2023-09-01 00:00:00-04","Rappahannock Community College",620531.64,52
"2023-09-01 00:00:00-04","Catawba Hospital",601164.44,50
"2023-09-01 00:00:00-04","Keen Mountain Correctional Center",585278.28,34
"2023-09-01 00:00:00-04","Department of Historic Resources",579013.04,20
"2023-09-01 00:00:00-04","Cumberland County Public Schools",577260,1
"2023-09-01 00:00:00-04","Virginia Museum of Fine Arts",573259.17690,57
"2023-09-01 00:00:00-04","Piedmont Geriatric Hospital",535306.6658,38
"2023-09-01 00:00:00-04","Virginia Employment Commission",530989.62,40
"2023-09-01 00:00:00-04","St. Brides Correctional Center",524675.24,36
"2023-09-01 00:00:00-04","Southeastern Virginia Training Center",524341.276,55
"2023-09-01 00:00:00-04","Virginia Department of Energy",521192.74,42
"2023-09-01 00:00:00-04","Danville Community College",518779.080,36
"2023-09-01 00:00:00-04","Laurel Ridge Community College",454810.54,49
"2023-09-01 00:00:00-04","VA Center for Behavioral Rehabilitation",452804.0972,29
"2023-09-01 00:00:00-04","Department of Housing and Community Development",425548.24,27
"2023-09-01 00:00:00-04","Patrick & Henry Community College",394096.14,48
"2023-09-01 00:00:00-04","Mountain Gateway Community College",391161.16,23
"2023-09-01 00:00:00-04","Department of Corrections - Academy",388918.95408,24
"2023-09-01 00:00:00-04","Marine Resources Commission",385613.26,44
"2023-09-01 00:00:00-04","Department for Aging and Rehabilitative Services",380111.3912,49
"2023-09-01 00:00:00-04","Brightpoint Community College",349725.46,56
"2023-09-01 00:00:00-04","Indigent Defense Commission",335120.08,19
"2023-09-01 00:00:00-04","Baskerville Correctional Center",333847.76,19
"2023-09-01 00:00:00-04","Dillwyn Correctional Center",332392.42,26
"2023-09-01 00:00:00-04","Haynesville Correctional Center",327407.16,24
"2023-09-01 00:00:00-04","Camp Community College",308666.420,39
"2023-09-01 00:00:00-04","Metropolitan Washington Airports Authority",301992.24,1
"2023-09-01 00:00:00-04","Department of Small Business and Supplier Diversity",293053.64,9
"2023-09-01 00:00:00-04","Hanover County",280163.0,2
"2023-09-01 00:00:00-04","Red Onion Correctional Center",273626.70,20
"2023-09-01 00:00:00-04","Deerfield Correctional Center",270238.388,29
"2023-09-01 00:00:00-04","Augusta Correctional Center",265767.50,21
"2023-09-01 00:00:00-04","Northern Virginia Mental Health Institute",259372.76,17
"2023-09-01 00:00:00-04","Jones & Cabacoy Veterans Care Center",256103.676,29
"2023-09-01 00:00:00-04","River North Correctional Center",252368.54,23
"2023-09-01 00:00:00-04","Southern Virginia Mental Health Institute",249913.20,54
"2023-09-01 00:00:00-04","Bland Correctional Center",247651.97934,27
"2023-09-01 00:00:00-04","Southwest Virginia Community College",245840.56,37
"2023-09-01 00:00:00-04","Central Virginia Community College",235301.04,48
"2023-09-01 00:00:00-04","Western Tidewater Community Services Board",227006,2
"2023-09-01 00:00:00-04","Lunenburg Correctional Center",216683.90,17
"2023-09-01 00:00:00-04","Southside Virginia Community College",211080.638,46
"2023-09-01 00:00:00-04","Caroline County Schools",208231.64,2
"2023-09-01 00:00:00-04","County of Loudoun",196201.30,2
"2023-09-01 00:00:00-04","Virginia School for the Deaf and the Blind",188617.36,27
"2023-09-01 00:00:00-04","Jamestown-Yorktown Foundation",171227.10,35
"2023-09-01 00:00:00-04","Fort Monroe Authority",160842.20,8
"2023-09-01 00:00:00-04","Blue Ridge Community College",158981.70,45
"2023-09-01 00:00:00-04","City of Newport News",149629.76,1
"2023-09-01 00:00:00-04","Auditor of Public Accounts",143940.20,3
"2023-09-01 00:00:00-04","Library of Virginia",137814.08,33
"2023-09-01 00:00:00-04","County of Fairfax",136286,1
"2023-09-01 00:00:00-04","Department of Fire Programs",125574.18,26
"2023-09-01 00:00:00-04","Virginia Highlands Community College",103834.80,31
"2023-09-01 00:00:00-04","Big Sandy Soil and Water Conservation District",100720,1
"2023-09-01 00:00:00-04","Eastern Shore Community College",95681.46,24
"2023-09-01 00:00:00-04","Western Region Correctional Field Units",76588.06,8
"2023-09-01 00:00:00-04","Department of Labor and Industry",72586.46,23
"2023-09-01 00:00:00-04","DOC - Architecture and Engineering",63284,1
"2023-09-01 00:00:00-04","Workers Compensation Commission",62185.92,10
"2023-09-01 00:00:00-04","Department of Aviation",61168.04,16
"2023-09-01 00:00:00-04","Frontier Culture Museum",56326.66,14
"2023-09-01 00:00:00-04","Virginia Board for People with Disabilities",54470.56,11
"2023-09-01 00:00:00-04","Department of Accounts",45150.42,5
"2023-09-01 00:00:00-04","Virginia Cannabis Control Authority",41134.36,3
"2023-09-01 00:00:00-04","Virginia Tourism Corporation",41061.64,10
"2023-09-01 00:00:00-04","Department of Treasury",37461.98,12
"2023-09-01 00:00:00-04","Town of Blacksburg",32475.84,1
"2023-09-01 00:00:00-04","Poquoson City Public Schools",31534.20,2
"2023-09-01 00:00:00-04","Virginia Museum of Natural History",28957.32,15
"2023-09-01 00:00:00-04","Commission on VASAP",28622.16,1
"2023-09-01 00:00:00-04","Office of the Governor",25510.26,5
"2023-09-01 00:00:00-04","Encompass Community Supports",23761.54,2
"2023-09-01 00:00:00-04","Virginia Department for the Deaf and Hard-of-Hearing",23527.40,16
"2023-09-01 00:00:00-04","Middle River Regional Jail",21902.22,1
"2023-09-01 00:00:00-04","RSW Regional Jail Authority",20277.16,1
"2023-09-01 00:00:00-04","City of Petersburg",19460,1
"2023-09-01 00:00:00-04","Greater Richmond Transit Company",16005.44,4
"2023-09-01 00:00:00-04","Secretary of the Commonwealth",15377.38,3
"2023-09-01 00:00:00-04","Tobacco Region Revitalization Commission",14142.28,3
"2023-09-01 00:00:00-04","Henrico County Government",13216.44,1
"2023-09-01 00:00:00-04","Virginia Rehabilitation Center for the Blind",12707.28,6
"2023-09-01 00:00:00-04","Virginia Economic Development Partnership",11575.08,4
"2023-09-01 00:00:00-04","Virginia Community College Shared Services Center",10112.82,5
"2023-09-01 00:00:00-04","State Corporation Commission",9718.02,2
"2023-09-01 00:00:00-04","Board of Accountancy",8576.80,11
"2023-09-01 00:00:00-04","Department of Human Resource Management",7724.74,7
"2023-09-01 00:00:00-04","Office of Childrens Services",7332.54,5
"2023-09-01 00:00:00-04","Town of Front Royal",7239.50,2
"2023-09-01 00:00:00-04","JAUNT",6641.92,3
"2023-09-01 00:00:00-04","New College Institute",6330,1
"2023-09-01 00:00:00-04","Virginia Outdoors Foundation",5100,1
"2023-09-01 00:00:00-04","City of Lynchburg",4972.30,2
"2023-09-01 00:00:00-04","Southern Virginia Higher Education",4731.12,3
"2023-09-01 00:00:00-04","Virginia Port Authority",3561.18,2
"2023-09-01 00:00:00-04","City of Williamsburg",3060.04,1
"2023-09-01 00:00:00-04","Virginia Racing Commission",2320.4,2
"2023-09-01 00:00:00-04","Secretary of Natural Resources",1987.48,1
"2023-09-01 00:00:00-04","Commonwealth's Attorneys' Services Council",1911.18,2
"2023-09-01 00:00:00-04","Office of the State Inspector General",1739.12,3
"2023-09-01 00:00:00-04","District 19 Community Services Board",943.06,1
"2023-09-01 00:00:00-04","Motor Vehicle Dealer Board",892.94,1
"2023-09-01 00:00:00-04","Commission for the Arts",675.96,1
"2023-09-01 00:00:00-04","Virginia State Bar",420.36,1
"2023-09-01 00:00:00-04","Puller Veterans Care Center",328.76,3
"2023-09-01 00:00:00-04","Lieutenant Governor",250,1
"2023-09-01 00:00:00-04","Secretary of Veterans and Defense Affairs",208.30,1
"2023-09-01 00:00:00-04","Secretary of Public Safety",69.34,1
"2023-09-01 00:00:00-04","Rapidan Service Authority",0,1
"2023-09-01 00:00:00-04","City of Fredericksburg",0,1
"2023-09-01 00:00:00-04","Washington County Public Schools",0,1
"2023-09-01 00:00:00-04","Chesterfield County",0,1
"2023-09-01 00:00:00-04","Central Virginia Waste Management Authority",0,1
"2023-10-01 00:00:00-04","Virginia Department of Transportation",2141039781.88230,659
"2023-10-01 00:00:00-04","James Madison University",169445543.20,294
"2023-10-01 00:00:00-04","Department of Social Services",66827900.032,131
"2023-10-01 00:00:00-04","Old Dominion University",55667961.2548,77
"2023-10-01 00:00:00-04","College of William & Mary",52983796.1600,304
"2023-10-01 00:00:00-04","University of Virginia",45648544.9750,177
"2023-10-01 00:00:00-04","George Mason University",38220346.3314,156
"2023-10-01 00:00:00-04","Department of General Services",33853356.3840,103
"2023-10-01 00:00:00-04","Virginia Commonwealth University",30073975.0186,405
"2023-10-01 00:00:00-04","Virginia Department of Health",28626065.8558,220
"2023-10-01 00:00:00-04","Department of Military Affairs",27174125.936,78
"2023-10-01 00:00:00-04","Northern Virginia Community College",23123500.904,166
"2023-10-01 00:00:00-04","Department of Medical Assistance Services",21809054.16,17
"2023-10-01 00:00:00-04","Department of Education",21179166.570,77
"2023-10-01 00:00:00-04","Virginia Polytechnic Institute and State University",16623560.4128,566
"2023-10-01 00:00:00-04","Department of Corrections",15410284.7748,150
"2023-10-01 00:00:00-04","Virginia Military Institute",14007872.98194,107
"2023-10-01 00:00:00-04","Virginia Department of Energy",13382215.70,47
"2023-10-01 00:00:00-04","Department of Rail and Public Transportation",12531156.16,18
"2023-10-01 00:00:00-04","Virginia State Police",12433508.114,130
"2023-10-01 00:00:00-04","Department of Behavioral Health and Developmental Services",11671511.578,59
"2023-10-01 00:00:00-04","Science Museum of Virginia",10448741.64388,47
"2023-10-01 00:00:00-04","Department of Motor Vehicles",9723020.952,87
"2023-10-01 00:00:00-04","Virginia State University",8091838.534,156
"2023-10-01 00:00:00-04","Norfolk State University",7978735.3310,108
"2023-10-01 00:00:00-04","Christopher Newport University",5915124.7544,205
"2023-10-01 00:00:00-04","Office of the Attorney General",5792695.288,57
"2023-10-01 00:00:00-04","University of Mary Washington",5475647.27478,115
"2023-10-01 00:00:00-04","Jamestown-Yorktown Foundation",5471855.58,47
"2023-10-01 00:00:00-04","Radford University",4954700.6796,152
"2023-10-01 00:00:00-04","Virginia Alcoholic Beverage Control Authority",4758307.596,28
"2023-10-01 00:00:00-04","Virginia Department of Emergency Management",4521922.54,28
"2023-10-01 00:00:00-04","Virginia Community College System - System Office",4063231.68,38
"2023-10-01 00:00:00-04","Department of Conservation and Recreation",3863443.60,187
"2023-10-01 00:00:00-04","Virginia Peninsula Community College",3290516.990,69
"2023-10-01 00:00:00-04","DOC - Division of Institutions",3016170.54832,67
"2023-10-01 00:00:00-04","State Farm Correctional Center",2968572.5072,24
"2023-10-01 00:00:00-04","Richard Bland College",2923862.120,51
"2023-10-01 00:00:00-04","DOC - Architecture and Engineering",2715380.10,3
"2023-10-01 00:00:00-04","Tidewater Community College",2680194.14808,105
"2023-10-01 00:00:00-04","Virginia Department of Wildlife Resources",2539375.6230,65
"2023-10-01 00:00:00-04","Department of Juvenile Justice",2491215.30,95
"2023-10-01 00:00:00-04","Department of Human Resource Management",2390914.62,8
"2023-10-01 00:00:00-04","Department of Taxation",2386974.1768,22
"2023-10-01 00:00:00-04","Longwood University",2348649.84,73
"2023-10-01 00:00:00-04","Eastern State Hospital",2176339.2650,50
"2023-10-01 00:00:00-04","Department of Criminal Justice Services",2076536.80,38
"2023-10-01 00:00:00-04","Charlottesville City",2031420.64,1
"2023-10-01 00:00:00-04","Division of Community Corrections",2022108.72004,80
"2023-10-01 00:00:00-04","Virginia Department of Agriculture and Consumer Services",1959618.64,62
"2023-10-01 00:00:00-04","Fluvanna Correctional Center",1826259.4492,33
"2023-10-01 00:00:00-04","Department of Health Professions",1706659.826,25
"2023-10-01 00:00:00-04","Reynolds Community College",1658869.330,108
"2023-10-01 00:00:00-04","Department of Housing and Community Development",1504622.20,16
"2023-10-01 00:00:00-04","Central State Hospital",1490625.86,27
"2023-10-01 00:00:00-04","Bay Aging",1460380.90,1
"2023-10-01 00:00:00-04","Catawba Hospital",1456076.54344,78
"2023-10-01 00:00:00-04","Town of Lovettsville",1452556.40,1
"2023-10-01 00:00:00-04","Greensville Correctional Center",1392716.70352,30
"2023-10-01 00:00:00-04","Virginia Museum of Fine Arts",1337785.56,51
"2023-10-01 00:00:00-04","Correctional Enterprises",1218400.4272,55
"2023-10-01 00:00:00-04","Virginia Correctional Center for Women",1190763.8238,20
"2023-10-01 00:00:00-04","Blue Ridge Community College",1183378.58,59
"2023-10-01 00:00:00-04","Department of Forestry",1176112.30,50
"2023-10-01 00:00:00-04","Piedmont Geriatric Hospital",1169898.0116,40
"2023-10-01 00:00:00-04","New River Community College",1158424.0724,59
"2023-10-01 00:00:00-04","Virginia Employment Commission",1122895.40,37
"2023-10-01 00:00:00-04","Department for Aging and Rehabilitative Services",1079738.02,50
"2023-10-01 00:00:00-04","Fort Monroe Authority",1043153.60,15
"2023-10-01 00:00:00-04","Department of Forensic Science",1013792.090,61
"2023-10-01 00:00:00-04","Western State Hospital",1009393.94,55
"2023-10-01 00:00:00-04","Coffeewood Correctional Center",964431.690,33
"2023-10-01 00:00:00-04","Germanna Community College",951436.5158,76
"2023-10-01 00:00:00-04","Roanoke City Government",934968.58,1
"2023-10-01 00:00:00-04","Wallens Ridge Correctional Center",911422.5670,29
"2023-10-01 00:00:00-04","Brightpoint Community College",849886.776,55
"2023-10-01 00:00:00-04","Nottoway Correctional Center",804269.8746,30
"2023-10-01 00:00:00-04","Dillwyn Correctional Center",794242.3692,39
"2023-10-01 00:00:00-04","Virginia Western Community College",780837.4292,61
"2023-10-01 00:00:00-04","Virginia Department for Veterans Services",773335.94,42
"2023-10-01 00:00:00-04","County of Loudoun",770570.86,2
"2023-10-01 00:00:00-04","Laurel Ridge Community College",753664.42,60
"2023-10-01 00:00:00-04","Indian Creek Correctional Center",698080.1962,21
"2023-10-01 00:00:00-04","Wytheville Community College",684677.1870,76
"2023-10-01 00:00:00-04","VA Center for Behavioral Rehabilitation",659376.3332,28
"2023-10-01 00:00:00-04","Dept of Professional and Occupational Regulation",618686.0550,35
"2023-10-01 00:00:00-04","Department of Blind and Vision Impaired",616145.54,49
"2023-10-01 00:00:00-04","Department of Environmental Quality",611016.24,66
"2023-10-01 00:00:00-04","Giles County Public Schools",604220,1
"2023-10-01 00:00:00-04","Rappahannock Community College",601843.074,52
"2023-10-01 00:00:00-04","Sussex I and Sussex II State Prisons Complex",573543.90,27
"2023-10-01 00:00:00-04","Virginia School for the Deaf and the Blind",569397.64,22
"2023-10-01 00:00:00-04","Buckingham Correctional Center",566690.0202,19
"2023-10-01 00:00:00-04","Southside Virginia Community College",538052.60,66
"2023-10-01 00:00:00-04","Virginia Veterans Care Center",537811.22,49
"2023-10-01 00:00:00-04","Town of Bluefield",518240,1
"2023-10-01 00:00:00-04","Haynesville Correctional Center",516407.2672,29
"2023-10-01 00:00:00-04","Pocahantas State Correctional Center",511386.10,21
"2023-10-01 00:00:00-04","City of Lynchburg",510849.72,4
"2023-10-01 00:00:00-04","Marine Resources Commission",495883.02,39
"2023-10-01 00:00:00-04","Bland Correctional Center",490375.18,25
"2023-10-01 00:00:00-04","Department of Corrections - Academy",465855.3746,29
"2023-10-01 00:00:00-04","Keen Mountain Correctional Center",463446.62,26
"2023-10-01 00:00:00-04","Town of Farmville",461332,1
"2023-10-01 00:00:00-04","Department of Historic Resources",452953.40,22
"2023-10-01 00:00:00-04","Southwestern VA Mental Health Institute",436127.50,49
"2023-10-01 00:00:00-04","Deerfield Correctional Center",433347.63650,32
"2023-10-01 00:00:00-04","Lunenburg Correctional Center",430217.330,28
"2023-10-01 00:00:00-04","Department of Labor and Industry",409166.70,19
"2023-10-01 00:00:00-04","St. Brides Correctional Center",342361.184,24
"2023-10-01 00:00:00-04","Henrico County Government",331045.26,5
"2023-10-01 00:00:00-04","Wilson Workforce and Rehabilitation Center",327806.17998,48
"2023-10-01 00:00:00-04","River North Correctional Center",318382.82,26
"2023-10-01 00:00:00-04","Southern Virginia Mental Health Institute",301620.42,47
"2023-10-01 00:00:00-04","Baskerville Correctional Center",292298.86,23
"2023-10-01 00:00:00-04","Southeastern Virginia Training Center",288134.138,52
"2023-10-01 00:00:00-04","Town of Blackstone",281223.08,2
"2023-10-01 00:00:00-04","Spotsylvania County",274996.6,3
"2023-10-01 00:00:00-04","Danville Community College",270746.220,34
"2023-10-01 00:00:00-04","Green Rock Correctional Center",265242.736,20
"2023-10-01 00:00:00-04","Caroline County Schools",241034.42,1
"2023-10-01 00:00:00-04","Southwest Virginia Community College",238037.38,43
"2023-10-01 00:00:00-04","Department of Elections",237607.980,11
"2023-10-01 00:00:00-04","Patrick & Henry Community College",221399.7314,42
"2023-10-01 00:00:00-04","Piedmont VA Community College",212271.74,44
"2023-10-01 00:00:00-04","Red Onion Correctional Center",209340.082,14
"2023-10-01 00:00:00-04","Mountain Empire Community College",201858.25228,39
"2023-10-01 00:00:00-04","Meherrin River Regional Jail",198298.68,1
"2023-10-01 00:00:00-04","Augusta Correctional Center",194350.2314,21
"2023-10-01 00:00:00-04","Chesterfield County",189587.2,2
"2023-10-01 00:00:00-04","Jones & Cabacoy Veterans Care Center",188711.000,26
"2023-10-01 00:00:00-04","A.L. Philpott Manufacturing Extension Partnership",175700,4
"2023-10-01 00:00:00-04","Sitter-Barfoot Veterans Care Center",172816.04,39
"2023-10-01 00:00:00-04","Camp Community College",170229.56,41
"2023-10-01 00:00:00-04","Department of Fire Programs",167076.42,32
"2023-10-01 00:00:00-04","Central Virginia Community College",154004.02,46
"2023-10-01 00:00:00-04","Virginia Information Technologies Agency",148496.52,17
"2023-10-01 00:00:00-04","County of Fairfax",142260.70,1
"2023-10-01 00:00:00-04","Town of Blacksburg",140349.46,2
"2023-10-01 00:00:00-04","Northern Virginia Mental Health Institute",137669.22,14
"2023-10-01 00:00:00-04","Mountain Gateway Community College",125613.14,29
"2023-10-01 00:00:00-04","Western Tidewater Regional Jail",111926,1
"2023-10-01 00:00:00-04","Prince George County",111666,1
"2023-10-01 00:00:00-04","Hanover County",102781.0,3
"2023-10-01 00:00:00-04","Library of Virginia",93924.22,31
"2023-10-01 00:00:00-04","Charles City County",92000,1
"2023-10-01 00:00:00-04","Virginia Highlands Community College",90482.40,39
"2023-10-01 00:00:00-04","Department of Aviation",86384.40,20
"2023-10-01 00:00:00-04","Rappahannock Juvenile Center",77037.10,1
"2023-10-01 00:00:00-04","Town of Orange",75878.8,1
"2023-10-01 00:00:00-04","Indigent Defense Commission",68244.56,21
"2023-10-01 00:00:00-04","Stafford County",66976,1
"2023-10-01 00:00:00-04","Marion Correctional Treatment Center",66013.97382,12
"2023-10-01 00:00:00-04","Department of Accounts",60192.48,8
"2023-10-01 00:00:00-04","Stafford County Public Schools",59905.58,3
"2023-10-01 00:00:00-04","Gloucester County",55020,1
"2023-10-01 00:00:00-04","Workers Compensation Commission",52779.44,12
"2023-10-01 00:00:00-04","Virginia Department for the Deaf and Hard-of-Hearing",49271.20,22
"2023-10-01 00:00:00-04","Virginia Museum of Natural History",39936.344,18
"2023-10-01 00:00:00-04","Office of the State Inspector General",37007.28,3
"2023-10-01 00:00:00-04","Virginia Tourism Corporation",35676.60,7
"2023-10-01 00:00:00-04","Virginia Outdoors Foundation",33200,2
"2023-10-01 00:00:00-04","Office of the Governor",28815.78,7
"2023-10-01 00:00:00-04","Hampton Roads Sanitation District",27909.68,1
"2023-10-01 00:00:00-04","Virginia Economic Development Partnership",26132.14,4
"2023-10-01 00:00:00-04","Western Region Correctional Field Units",26093.14,4
"2023-10-01 00:00:00-04","Eastern Shore Community College",25857.80,22
"2023-10-01 00:00:00-04","Clarke County",23313.76,1
"2023-10-01 00:00:00-04","Virginia Board for People with Disabilities",21353.86,10
"2023-10-01 00:00:00-04","State Council of Higher Education",18575.30,6
"2023-10-01 00:00:00-04","Department of Treasury",17640.60,14
"2023-10-01 00:00:00-04","State Corporation Commission",17639.60,2
"2023-10-01 00:00:00-04","RSW Regional Jail Authority",13774.88,1
"2023-10-01 00:00:00-04","Secretary of Administration",13566.98,7
"2023-10-01 00:00:00-04","Encompass Community Supports",13448.54,2
"2023-10-01 00:00:00-04","District 19 Community Services Board",13424.84,2
"2023-10-01 00:00:00-04","Frontier Culture Museum",12716.00,7
"2023-10-01 00:00:00-04","Virginia Rehabilitation Center for the Blind",12278.04,8
"2023-10-01 00:00:00-04","Albemarle County",7438.4,1
"2023-10-01 00:00:00-04","City of Petersburg",7158.4,1
"2023-10-01 00:00:00-04","Southern Virginia Higher Education",7129.64,3
"2023-10-01 00:00:00-04","Town of Herndon",5680,1
"2023-10-01 00:00:00-04","Auditor of Public Accounts",5432.68,2
"2023-10-01 00:00:00-04","Virginia Cannabis Control Authority",5386.70,2
"2023-10-01 00:00:00-04","Board of Accountancy",4844.12,5
"2023-10-01 00:00:00-04","Albemarle-Charlottesville Regional Jail",4659.44,1
"2023-10-01 00:00:00-04","Greater Richmond Transit Company",4474.90,3
"2023-10-01 00:00:00-04","Department of Planning and Budget",3340.40,4
"2023-10-01 00:00:00-04","Department of Small Business and Supplier Diversity",3051.46,3
"2023-10-01 00:00:00-04","New College Institute",2874.56,3
"2023-10-01 00:00:00-04","Virginia Port Authority",2087.36,1
"2023-10-01 00:00:00-04","Poquoson City Public Schools",1798.80,1
"2023-10-01 00:00:00-04","Tobacco Region Revitalization Commission",1317.74,1
